"gid","SITE_CODE","SITE_NAME","Metro_ID","LAT","LON","date_time","sample_utc_offset","value","unit","parameter","method","mdl","pql","matrix","lab_batch","qualifier","dup"
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-03-08 11:50:00",8,"2.18","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-03-08 11:50:00",8,"1.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-03-08 11:50:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-03-08 11:50:00",8,"0.035","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"1.62","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"1.1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"0.032","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"7.2","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"11","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-02-10 13:20:00",8,"8.67","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"0.022","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"0.54","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"7.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"10.92","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"6.51","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"1.97","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2016-01-12 11:30:00",8,"85.389999","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"9.47","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"1.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"80","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"0.84","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"0.037","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-12-08 11:20:00",8,"9.41","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"6.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"8.64","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"0.931","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"3.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"135","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"9.94","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-11-18 13:00:00",8,"0.037","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-06-19 08:50:00",8,"123","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-06-16 12:00:00",8,"0.033","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-06-16 12:00:00",8,"0.005","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"70","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"0.026","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"2.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"1.03","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"13.37","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"10.51","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"7.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-05-12 12:30:00",8,"10.56","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"8.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"2.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"12.9","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"10.18","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"1.17","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"0.034","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-04-14 13:30:00",8,"41.220001","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"7.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"11.07","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"9.32","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"10.3","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"370","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"0.921","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-03-17 12:30:00",8,"0.078","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"0.045","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"0.917","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"10.15","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"9.76","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-02-10 11:45:00",8,"4.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"0.032","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"2.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"11.33","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"8.04","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"1.33","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2015-01-13 13:00:00",8,"112.419998","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"0.936","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"7.4","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"94","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"8.52","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"1.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"11.53","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"0.053","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-12-09 13:15:00",8,"13.44","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"20.12","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"10.52","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"7.5","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"35","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"0.056","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"0.033","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"137","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-08-11 11:40:00",8,"0.76","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"0.091","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"0.093","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"110","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"20.72","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2014-07-15 12:45:00",8,"8.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
